,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
1501,Developing,54.0,329.0,21.5,3.2,31.0,47.0,149.4452549,0.335,10.2
420,Developing,57.4,321.0,16.6,1.5,96.0,95.0,26.479973,0.385,9.9
956,Developing,65.0,37.0,3.8,10.9,45.0,44.0,6741.293948,0.64,12.4
256,Developing,71.0,175.0,5.9,0.2,94.0,94.0,4849.997495,0.706,12.8
1087,Developing,52.9,337.0,17.3,3.0,53.0,56.0,322.811171,0.329,5.5
1898,Developing,52.0,374.0,22.2,4.8,54.0,54.0,2327.3267,0.492,9.5
2285,Developing,72.6,177.0,34.2,0.1,99.0,99.0,12189.9516,0.744,13.3
1868,Developing,72.5,169.0,48.6,0.2,97.0,97.0,1518.85386,0.607,11.1
1287,Developed,81.8,6.0,61.0,0.1,96.0,96.0,35849.37364,0.869,16.4
268,Developing,68.4,21.0,42.6,1.5,96.0,95.0,3679.99523,0.684,12.2
1086,Developing,53.3,338.0,17.7,2.9,57.0,61.0,37.1931781,0.338,5.9
1269,Developing,81.8,6.0,63.8,0.1,94.0,94.0,32569.59683,0.889,15.9
2717,Developing,60.0,339.0,17.2,4.6,78.0,82.0,647.74741,0.477,10.0
391,Developed,72.9,155.0,61.5,0.1,95.0,96.0,7296.122479,0.761,13.8
2153,Developing,65.2,233.0,2.1,0.5,98.0,98.0,688.8768557,0.485,10.8
961,Developing,61.0,296.0,28.1,9.5,45.0,44.0,4116.46693,0.637,12.2
213,Developing,74.7,16.0,5.7,0.1,86.0,9.0,1595.91232,0.781,15.8
1067,Developing,69.7,24.0,44.5,0.4,89.0,9.0,2256.56724,0.57,9.8
357,Developing,73.8,154.0,52.0,0.1,99.0,99.0,11224.1548,0.716,13.8
781,Developing,69.3,214.0,47.2,2.1,79.0,66.0,2421.9662,0.666,12.5
1731,Developing,62.8,274.0,38.5,0.1,94.0,94.0,474.2133361,0.582,8.9
30,Developing,73.6,14.0,46.0,0.1,97.0,97.0,1326.97339,0.662,10.6
1095,Developing,56.7,287.0,23.1,5.9,83.0,82.0,543.957418,0.405,8.9
2853,Developing,69.6,169.0,44.1,0.1,69.0,67.0,1787.94723,0.0,10.7
2911,Developing,58.0,363.0,2.7,6.8,83.0,8.0,1463.213573,0.533,11.8
1595,Developing,73.6,134.0,31.6,0.1,95.0,95.0,6222.982955,0.732,12.7
368,Developing,77.7,78.0,41.2,0.1,99.0,99.0,3967.8951,0.864,14.9
1079,Developing,57.8,291.0,2.8,2.2,64.0,62.0,438.7513346,0.38,8.3
1783,Developing,65.9,25.0,21.3,0.5,84.0,87.0,1171.58257,0.533,9.1
1447,Developed,72.8,18.0,58.9,0.1,92.0,92.0,11326.21947,0.815,16.0
1198,Developing,63.7,216.0,12.6,0.3,61.0,57.0,541.1352279,0.505,8.6
2854,Developing,69.4,173.0,43.3,0.1,69.0,67.0,158.52724,0.0,10.4
1686,Developing,76.3,123.0,61.5,0.1,99.0,99.0,982.532572,0.748,12.7
1659,Developing,61.2,219.0,25.5,1.3,75.0,75.0,113.3128,0.475,7.4
2127,Developed,72.9,154.0,55.0,0.1,96.0,96.0,8214.185378,0.766,14.1
1496,Developing,59.2,277.0,24.0,2.1,81.0,84.0,33.667491,0.4,9.7
680,Developed,79.1,62.0,56.8,0.1,97.0,97.0,3539.7488,0.844,13.7
2046,Developed,75.5,14.0,57.2,0.1,99.0,96.0,141.44688,0.813,15.0
2360,Developed,76.0,122.0,51.2,0.1,91.0,93.0,1227.73677,0.818,14.6
1544,Developed,83.0,76.0,58.8,0.1,99.0,96.0,13198.6693,0.888,13.5
2733,Developing,77.0,25.0,59.6,0.2,76.0,72.0,3855.42128,0.739,15.1
1112,Developing,66.1,218.0,41.6,0.3,98.0,97.0,2716.35256,0.618,10.5
599,Developing,61.0,255.0,2.6,0.1,81.0,81.0,795.97519,0.461,10.2
2840,Developing,67.4,185.0,35.3,0.2,99.0,99.0,456.734892,0.594,10.7
2312,Developing,39.0,533.0,17.2,1.2,44.0,46.0,139.3147734,0.292,6.7
893,Developing,55.0,354.0,13.5,4.1,4.0,54.0,135.7623858,0.31,5.4
1985,Developing,64.0,37.0,41.1,1.5,72.0,61.0,77.5773486,0.446,7.9
1660,Developing,69.0,221.0,24.8,1.3,68.0,68.0,944.134851,0.466,7.2
1306,Developing,74.2,148.0,48.1,0.9,92.0,94.0,462.517913,0.714,12.5
1254,Developed,84.0,7.0,59.7,0.1,95.0,95.0,52567.52568,0.909,18.5
768,Developing,57.4,325.0,28.2,4.1,46.0,46.0,768.176767,0.361,2.9
1924,Developed,78.8,82.0,54.0,0.1,91.0,91.0,38549.58934,0.917,17.5
1719,Developing,67.8,231.0,49.2,0.1,99.0,99.0,4368.82248,0.712,14.7
988,Developing,73.9,128.0,48.6,0.1,82.0,82.0,153.57521,0.703,12.2
1490,Developing,61.4,259.0,27.3,0.9,52.0,52.0,452.38717,0.427,9.9
1773,Developing,51.2,434.0,18.9,16.3,78.0,73.0,385.7567141,0.353,7.9
233,Developing,68.9,243.0,57.2,0.1,99.0,97.0,3848.215966,0.723,14.6
1302,Developing,75.2,139.0,51.2,0.6,92.0,93.0,513.549487,0.722,12.8
2453,Developing,73.9,146.0,15.6,0.1,99.0,98.0,989.4547732,0.697,12.7
1257,Developed,79.8,75.0,57.4,0.1,93.0,93.0,61235.415,0.908,17.9
387,Developed,73.9,139.0,63.9,0.1,95.0,95.0,7378.25539,0.778,14.3
218,Developing,73.9,117.0,46.9,0.1,92.0,91.0,14223.86576,0.761,14.6
948,Developing,64.6,255.0,35.2,3.7,79.0,77.0,9679.742995,0.678,12.5
570,Developing,73.9,99.0,24.1,0.1,87.0,87.0,1753.4178,0.634,10.6
352,Developing,75.0,142.0,56.1,0.1,96.0,98.0,8757.2622,0.754,15.2
1134,Developing,59.7,3.0,36.5,4.6,53.0,56.0,329.782946,0.447,8.1
2812,Developing,76.8,117.0,62.9,0.1,94.0,94.0,16881.2568,0.788,15.5
866,Developing,77.6,119.0,59.9,0.1,93.0,93.0,1774.9291,0.863,16.5
2064,Developed,78.5,96.0,54.9,0.1,97.0,97.0,19821.44463,0.793,15.4
585,Developing,73.1,147.0,51.3,0.1,93.0,94.0,379.78776,0.669,11.5
1858,Developed,78.7,83.0,6.3,0.1,9.0,84.0,16874.31232,0.873,17.5
2454,Developing,73.7,149.0,15.1,0.1,98.0,98.0,873.1472436,0.699,12.6
1323,Developed,82.4,68.0,24.9,0.1,98.0,95.0,35433.98896,0.873,14.9
1354,Developing,65.3,288.0,47.3,0.1,93.0,94.0,6771.414797,0.754,14.7
261,Developing,69.5,186.0,47.0,0.2,96.0,96.0,4344.15177,0.7,12.4
2564,Developing,65.9,177.0,33.0,0.3,86.0,82.0,39.281834,0.563,10.5
1639,Developed,83.0,62.0,67.6,0.1,76.0,76.0,2187.79469,0.819,14.6
1688,Developing,75.6,127.0,6.1,0.1,95.0,95.0,8959.581416,0.739,12.5
2286,Developing,72.4,18.0,33.5,0.1,99.0,99.0,184.68447,0.74,13.2
2126,Developed,73.1,159.0,55.6,0.1,96.0,95.0,1136.47356,0.78,14.7
2669,Developing,74.8,13.0,57.4,0.1,98.0,98.0,4256.91279,0.714,14.5
95,Developing,74.1,137.0,54.0,0.1,83.0,88.0,7669.273916,0.764,15.0
277,Developing,58.7,254.0,23.0,1.4,76.0,77.0,757.695974,0.451,9.5
898,Developing,69.9,188.0,62.7,0.1,99.0,99.0,4921.89629,0.734,15.3
985,Developing,73.9,128.0,5.5,0.1,92.0,9.0,3174.9491,0.735,13.1
910,Developing,68.0,22.0,53.2,0.1,94.0,95.0,2835.973972,0.689,13.3
356,Developing,74.1,152.0,52.8,0.1,99.0,98.0,13167.47289,0.724,14.0
531,Developing,51.8,367.0,17.9,3.6,4.0,51.0,973.472574,0.381,7.3
1217,Developing,66.3,188.0,15.4,0.1,75.0,72.0,78.92744,0.597,10.7
2652,Developing,78.0,174.0,44.0,0.4,92.0,91.0,19152.531,0.772,12.6
1300,Developing,75.6,136.0,52.7,0.6,93.0,86.0,56.144952,0.727,12.8
1780,Developing,66.6,199.0,23.8,0.3,89.0,89.0,1194.59137,0.552,9.1
396,Developed,72.0,155.0,58.6,0.1,96.0,96.0,271.46824,0.729,12.9
1004,Developed,79.2,85.0,57.6,0.1,96.0,95.0,34696.6292,0.884,16.4
640,Developing,77.6,98.0,45.4,0.1,88.0,8.0,388.363689,0.702,11.6
563,Developing,75.4,89.0,3.0,0.1,99.0,99.0,6337.882993,0.703,12.4
2637,Developing,72.9,14.0,73.3,0.1,82.0,84.0,445.18866,0.712,14.4
1073,Developing,67.7,221.0,4.4,0.2,81.0,8.0,1655.596261,0.539,8.2
1682,Developing,71.0,177.0,25.3,0.1,88.0,88.0,3861.32414,0.667,12.1
1062,Developing,71.1,193.0,47.9,0.4,88.0,88.0,3187.845296,0.609,10.5
388,Developed,73.7,144.0,63.3,0.1,95.0,95.0,7813.83499,0.775,14.2
1865,Developing,74.5,147.0,5.9,0.1,98.0,99.0,1682.957924,0.62,11.5
954,Developing,61.6,291.0,31.9,10.0,81.0,78.0,8352.81711,0.645,12.4
1740,Developing,74.2,125.0,57.2,0.1,92.0,92.0,5957.145693,0.762,13.6
2287,Developing,72.3,182.0,32.4,0.1,99.0,99.0,976.9566,0.739,13.2
2229,Developing,63.4,225.0,22.2,1.6,94.0,94.0,649.342153,0.504,9.7
825,Developing,71.7,194.0,51.4,0.3,98.0,98.0,357.347674,0.659,13.4
1365,Developing,62.1,263.0,2.1,3.0,94.0,94.0,1155.2582,0.536,11.1
133,Developed,84.0,75.0,55.2,0.1,86.0,86.0,46657.629,0.872,15.4
228,Developing,72.0,232.0,59.9,0.1,98.0,98.0,6519.71753,0.787,15.5
848,Developing,53.1,334.0,18.7,2.3,35.0,43.0,2283.87939,0.527,8.0
1518,Developing,71.3,144.0,54.6,0.1,95.0,95.0,4676.96753,0.74,16.0
1494,Developing,62.0,266.0,25.0,1.5,77.0,77.0,379.689583,0.406,9.5
879,Developing,71.2,211.0,54.6,0.1,94.0,94.0,538.347781,0.791,15.4
1732,Developing,76.1,16.0,61.8,0.1,89.0,89.0,6461.192554,0.804,15.1
1463,Developing,74.9,94.0,63.5,0.1,81.0,75.0,8763.826274,0.752,13.3
1592,Developing,74.0,131.0,34.4,0.1,97.0,97.0,7326.744435,0.756,12.6
839,Developing,56.1,339.0,22.1,7.2,44.0,59.0,17136.44568,0.589,9.2
1395,Developing,74.6,82.0,7.8,0.1,95.0,94.0,42996.4812,0.787,13.0
2280,Developing,72.6,141.0,51.2,0.1,95.0,98.0,87.1365252,0.702,13.0
138,Developed,79.4,85.0,52.7,0.1,86.0,86.0,38242.4252,0.848,14.9
2445,Developing,74.5,141.0,2.5,0.1,99.0,99.0,322.992615,0.746,13.6
226,Developing,71.7,23.0,61.1,0.1,98.0,98.0,7978.825443,0.796,15.7
2932,Developing,44.6,717.0,27.5,30.3,68.0,69.0,444.76575,0.406,9.3
490,Developing,52.8,4.0,23.3,7.4,8.0,79.0,952.1872484,0.456,8.3
2562,Developing,65.9,183.0,34.1,0.3,83.0,76.0,44.2872665,0.579,10.7
1583,Developing,44.0,67.0,14.8,24.7,64.0,79.0,29.9798977,0.388,10.4
1776,Developing,51.0,424.0,17.7,15.3,85.0,67.0,283.8911588,0.318,6.7
1644,Developed,79.0,67.0,65.0,0.1,92.0,94.0,15835.34667,0.805,14.8
2031,Developing,67.5,216.0,21.1,0.1,87.0,87.0,1672.685433,0.648,11.4
2478,Developing,73.0,19.0,54.8,0.5,96.0,96.0,833.31332,0.7,12.3
107,Developing,73.0,132.0,48.4,0.1,91.0,93.0,1191.96192,0.668,10.9
1881,Developing,59.4,241.0,17.7,0.7,75.0,4.0,375.5819866,0.323,4.8
997,Developed,86.0,71.0,6.9,0.1,95.0,94.0,4465.24891,0.916,16.9
2252,Developing,65.6,2.0,22.7,0.4,91.0,83.0,136.4518,0.463,8.3
656,Developed,74.7,127.0,54.7,0.1,93.0,94.0,4919.62869,0.739,12.2
1168,Developed,72.3,185.0,56.6,0.1,99.0,99.0,527.85364,0.769,14.2
2267,Developing,75.3,122.0,58.9,0.1,95.0,97.0,6353.826383,0.766,14.1
1890,Developing,51.4,282.0,14.3,1.6,39.0,43.0,177.828384,0.261,2.9
1653,Developing,62.7,28.0,29.4,1.1,8.0,8.0,145.57838,0.501,8.2
2926,Developing,54.9,464.0,29.9,13.3,93.0,93.0,839.927936,0.452,10.1
1655,Developing,62.2,212.0,28.1,1.2,75.0,73.0,1393.261593,0.487,7.7
1464,Developing,74.7,95.0,63.0,0.1,81.0,75.0,84.268878,0.746,13.2
2823,Developing,75.4,124.0,56.3,0.1,95.0,93.0,488.768855,0.746,14.7
574,Developing,72.2,11.0,21.2,0.1,86.0,86.0,153.1824,0.592,9.6
2818,Developing,75.4,124.0,59.5,0.1,94.0,94.0,79.69746,0.76,15.3
1566,Developing,59.9,268.0,15.0,0.7,66.0,65.0,316.7998965,0.457,8.5
1135,Developing,59.3,33.0,35.6,4.8,48.0,54.0,393.16327,0.444,8.0
2756,Developing,75.3,92.0,56.6,0.1,94.0,94.0,39439.8197,0.818,12.6
2125,Developed,73.1,158.0,56.3,0.1,95.0,95.0,822.18329,0.795,15.4
583,Developing,73.5,146.0,52.8,0.1,92.0,92.0,5433.7245,0.683,12.2
2843,Developing,71.7,134.0,52.5,0.1,64.0,65.0,3148.36513,0.596,10.8
74,Developing,74.6,147.0,41.4,0.1,99.0,98.0,11371.93895,0.0,0.0
1469,Developing,73.7,13.0,6.2,0.1,75.0,74.0,5424.22356,0.0,14.2
982,Developing,73.9,127.0,52.8,0.1,94.0,88.0,3725.63221,0.742,13.3
868,Developing,76.9,127.0,59.0,0.1,94.0,94.0,1929.7746,0.856,16.5
1689,Developing,75.7,13.0,59.4,0.1,95.0,95.0,7748.12331,0.738,12.5
182,Developing,76.0,74.0,59.3,0.1,98.0,97.0,19356.67236,0.814,14.4
190,Developing,74.7,9.0,54.8,0.1,99.0,99.0,12868.211,0.794,13.3
2258,Developing,61.3,236.0,19.9,0.7,89.0,89.0,89.838296,0.422,6.6
1782,Developing,66.2,22.0,22.1,0.4,75.0,76.0,1168.83947,0.54,9.1
1580,Developing,46.0,66.0,15.9,22.4,93.0,94.0,28.3673842,0.371,9.7
247,Developed,79.5,87.0,61.3,0.1,99.0,99.0,48424.58927,0.874,15.8
2725,Developing,51.3,485.0,14.2,8.9,62.0,58.0,288.236949,0.427,11.6
2235,Developing,74.3,89.0,66.4,0.1,98.0,98.0,24934.38614,0.83,15.2
1673,Developing,72.8,166.0,3.2,0.1,99.0,99.0,7318.12641,0.734,13.8
1880,Developing,63.0,232.0,18.1,0.7,71.0,71.0,391.515524,0.331,5.1
1380,Developing,65.8,22.0,76.7,0.1,95.0,91.0,1724.361737,0.589,11.9
562,Developing,75.6,88.0,3.9,0.1,99.0,99.0,777.77594,0.713,12.7
1084,Developing,54.7,327.0,18.5,2.7,59.0,59.0,33.424498,0.346,6.6
34,Developing,75.3,112.0,57.2,0.1,95.0,95.0,5471.866766,0.737,14.4
525,Developing,45.6,58.0,17.2,13.4,44.0,42.0,253.768343,0.315,5.4
1990,Developing,58.9,335.0,37.5,1.1,59.0,51.0,631.9468526,0.418,6.2
1779,Developing,49.0,43.0,16.5,12.2,7.0,69.0,277.6486591,0.291,5.4
1343,Developing,72.1,129.0,55.5,0.1,95.0,95.0,1812.288374,0.712,13.0
2316,Developed,82.5,59.0,32.4,0.1,97.0,97.0,54431.16199,0.917,15.4
1146,Developing,73.0,16.0,44.3,0.7,94.0,94.0,1592.572182,0.59,10.9
2294,Developing,72.1,186.0,28.1,0.1,99.0,99.0,8331.261997,0.712,12.1
1548,Developed,78.8,9.0,57.0,0.1,99.0,99.0,8289.69641,0.874,13.5
2328,Developed,78.3,78.0,28.5,0.1,98.0,98.0,23792.677,0.81,12.5
406,Developing,56.9,283.0,16.1,1.1,92.0,91.0,552.7455521,0.356,5.9
2747,Developing,76.9,77.0,62.4,0.1,99.0,99.0,44449.7435,0.832,13.3
392,Developed,72.6,157.0,6.9,0.1,95.0,95.0,5932.899677,0.755,13.5
2649,Developing,71.2,17.0,47.1,0.3,96.0,88.0,17321.83373,0.779,12.7
2133,Developed,78.0,179.0,51.9,0.1,99.0,99.0,1839.72945,0.708,11.7
2038,Developing,66.8,219.0,17.8,0.1,78.0,74.0,138.91977,0.618,11.4
1620,Developing,57.3,275.0,22.5,1.6,69.0,7.0,777.659139,0.421,8.0
796,Developing,74.2,151.0,47.2,0.3,92.0,89.0,321.942547,0.688,12.8
748,Developed,77.7,98.0,54.4,0.1,95.0,95.0,46511.6457,0.893,16.5
1078,Developing,58.1,29.0,21.2,2.0,63.0,63.0,459.2912,0.385,8.4
2396,Developing,59.2,48.0,48.7,7.6,65.0,65.0,7548.163698,0.644,12.8
1090,Developing,58.9,275.0,26.3,3.2,87.0,87.0,596.8717189,0.421,9.2
2699,Developing,65.4,228.0,46.7,0.1,98.0,98.0,734.42525,0.678,10.7
183,Developing,75.8,76.0,58.5,0.1,97.0,97.0,2367.56535,0.815,14.4
1195,Developing,64.8,28.0,13.9,0.3,65.0,66.0,792.259698,0.536,9.7
229,Developing,73.0,222.0,59.3,0.1,98.0,99.0,63.38877,0.78,15.5
1613,Developing,73.4,16.0,17.3,0.1,96.0,96.0,3853.33348,0.617,12.2
1799,Developing,65.8,232.0,33.3,3.7,84.0,84.0,5749.44752,0.619,11.5
1648,Developed,77.8,79.0,62.8,0.1,95.0,95.0,1121.78636,0.783,13.7
403,Developing,58.6,271.0,17.7,0.8,9.0,9.0,673.8227,0.384,7.2
500,Developing,81.5,68.0,64.7,0.1,87.0,87.0,5282.2176,0.903,15.9
1366,Developing,61.2,278.0,19.5,3.4,96.0,97.0,987.4453967,0.53,11.1
2842,Developing,72.0,13.0,53.3,0.1,64.0,65.0,285.83414,0.598,10.8
54,Developing,49.1,369.0,19.8,2.5,6.0,63.0,3347.84485,0.48,8.5
493,Developing,51.6,47.0,21.8,7.8,66.0,66.0,676.397661,0.452,8.4
2647,Developing,71.8,157.0,66.2,0.1,89.0,91.0,1837.977391,0.674,13.2
384,Developed,74.5,137.0,65.7,0.1,91.0,91.0,6993.47736,0.792,15.0
105,Developing,72.9,141.0,49.2,0.1,87.0,87.0,2158.299,0.692,11.2
2,Developing,59.9,268.0,18.1,0.1,64.0,62.0,631.744976,0.47,9.9
2617,Developing,59.9,287.0,24.3,1.0,88.0,88.0,551.138346,0.484,12.0
1851,Developed,85.0,73.0,64.3,0.1,92.0,92.0,282.94193,0.895,19.3
2570,Developing,74.6,152.0,32.4,0.1,99.0,99.0,5941.8471,0.737,13.6
1268,Developing,82.1,61.0,64.2,0.1,96.0,96.0,36393.66932,0.891,15.9
2929,Developing,48.2,632.0,28.6,20.5,75.0,75.0,325.678573,0.421,9.7
1403,Developing,73.6,89.0,66.7,0.1,99.0,99.0,42717.55725,0.787,14.1
987,Developing,73.9,126.0,49.2,0.1,88.0,89.0,1872.68416,0.714,12.6
2697,Developing,66.3,215.0,48.6,0.1,99.0,99.0,6432.668768,0.688,10.8
1461,Developing,75.0,93.0,64.4,0.1,81.0,75.0,8787.94668,0.763,13.3
281,Developing,56.8,284.0,21.0,2.0,74.0,76.0,625.8392,0.434,8.7
2529,Developed,81.7,63.0,54.1,0.1,94.0,94.0,63223.46778,0.911,15.3
858,Developing,62.0,329.0,14.7,1.3,91.0,91.0,317.3294336,0.405,5.3
2674,Developing,74.4,12.0,53.1,0.1,99.0,99.0,3371.71231,0.689,14.2
2239,Developing,73.4,97.0,63.1,0.1,98.0,98.0,1694.2931,0.787,13.0
1081,Developing,56.8,33.0,19.8,2.3,6.0,59.0,437.4467238,0.371,7.9
2254,Developing,64.3,212.0,21.7,0.4,89.0,76.0,11.631377,0.449,7.7
1368,Developing,59.1,317.0,18.4,5.0,88.0,89.0,92.816252,0.514,10.7
1513,Developing,72.6,132.0,58.2,0.1,98.0,98.0,14396.4865,0.757,14.8
358,Developing,73.6,157.0,51.1,0.1,99.0,99.0,8553.3847,0.714,13.8
1352,Developing,67.8,235.0,48.5,0.1,98.0,99.0,7165.2775,0.758,14.6
864,Developing,58.1,345.0,12.8,2.0,86.0,89.0,215.139213,0.0,4.3
577,Developing,74.6,144.0,57.2,0.1,9.0,9.0,7913.383432,0.72,13.6
1999,Developing,72.5,159.0,44.2,0.1,95.0,95.0,2312.192926,0.649,12.0
327,Developing,76.0,98.0,52.1,0.1,91.0,92.0,575.31664,0.71,13.1
1167,Developed,72.5,184.0,57.1,0.1,99.0,98.0,665.6443,0.775,14.6
71,Developing,75.2,142.0,43.2,0.1,99.0,99.0,1473.31923,0.786,14.4
2121,Developed,74.6,138.0,59.2,0.1,92.0,88.0,9585.266593,0.794,14.7
285,Developing,55.6,283.0,19.2,2.1,75.0,76.0,418.6985763,0.407,7.3
1665,Developing,61.0,229.0,21.7,1.2,75.0,75.0,464.229758,0.444,6.5
55,Developing,48.7,371.0,19.3,2.6,69.0,65.0,3868.578883,0.468,8.1
2255,Developing,63.5,219.0,21.2,0.5,86.0,83.0,12.566464,0.444,7.5
1838,Developed,79.8,71.0,56.5,0.1,96.0,96.0,44453.97119,0.893,16.5
2844,Developing,71.6,135.0,51.7,0.1,64.0,65.0,3167.34356,0.591,10.8
1075,Developing,58.1,299.0,22.7,0.5,51.0,42.0,561.997387,0.412,8.6
1391,Developing,64.6,217.0,69.7,0.1,77.0,96.0,826.58554,0.0,11.7
1723,Developing,67.4,225.0,44.9,0.1,96.0,95.0,2139.625631,0.673,13.4
1280,Developing,79.3,74.0,58.7,0.1,92.0,93.0,236.19646,0.85,15.1
2722,Developing,55.5,41.0,15.2,8.4,73.0,7.0,41.858631,0.442,10.3
651,Developed,75.2,116.0,57.5,0.1,96.0,96.0,1224.2459,0.777,13.6
1028,Developing,86.0,74.0,65.4,0.1,99.0,99.0,21874.8195,0.86,17.1
1085,Developing,54.0,334.0,18.1,2.8,6.0,65.0,386.3288283,0.325,5.1
2354,Developed,78.1,17.0,54.7,0.1,97.0,97.0,19726.1265,0.858,16.7
2026,Developing,68.1,217.0,23.7,0.1,88.0,88.0,2581.818554,0.666,11.6
1636,Developed,81.1,57.0,68.8,0.1,99.0,99.0,2393.1888,0.828,14.2
2044,Developed,76.3,13.0,58.4,0.1,99.0,96.0,12599.52486,0.822,15.1
1862,Developing,74.5,148.0,53.2,0.1,98.0,99.0,1975.46477,0.636,11.6
83,Developing,75.9,12.0,61.0,0.1,91.0,99.0,12969.7712,0.822,17.2
1264,Developed,77.0,89.0,52.2,0.1,84.0,84.0,28223.55528,0.857,16.4
2129,Developed,71.9,162.0,53.9,0.1,97.0,97.0,4676.315183,0.745,13.4
199,Developing,69.1,147.0,14.0,0.1,96.0,96.0,615.7775411,0.52,8.6
1533,Developed,71.6,24.0,58.1,0.1,94.0,9.0,676.966998,0.792,16.3
347,Developing,48.1,652.0,32.2,28.4,96.0,96.0,4896.583835,0.58,11.8
1993,Developing,73.8,148.0,48.6,0.2,86.0,8.0,4479.95858,0.679,12.3
1301,Developing,75.3,138.0,52.0,0.5,96.0,96.0,521.33363,0.725,12.8
1197,Developing,64.0,214.0,13.0,0.3,63.0,58.0,621.3183767,0.518,9.2
1040,Developing,78.7,83.0,58.0,0.1,91.0,9.0,12538.17883,0.801,14.2
2673,Developing,74.6,12.0,53.9,0.1,98.0,98.0,3778.184171,0.695,14.3
1642,Developed,79.6,65.0,66.1,0.1,74.0,76.0,19375.5696,0.808,14.4
1261,Developed,78.3,82.0,54.4,0.1,89.0,89.0,47631.6377,0.88,17.1
878,Developing,71.9,199.0,54.9,0.1,94.0,95.0,7174.237415,0.798,15.6
2248,Developing,72.6,11.0,56.2,0.1,95.0,95.0,9126.954277,0.737,11.8
831,Developing,73.0,24.0,47.0,0.4,81.0,81.0,248.4125,0.621,11.8
1808,Developing,55.0,471.0,26.5,24.7,79.0,82.0,2482.36862,0.554,11.7
369,Developing,77.6,8.0,4.2,0.1,99.0,99.0,4159.8652,0.863,15.0
243,Developed,83.0,78.0,62.6,0.1,99.0,99.0,4474.5717,0.886,16.2
2244,Developing,73.1,12.0,59.4,0.1,96.0,96.0,11138.8746,0.754,12.3
2814,Developing,77.0,111.0,61.8,0.1,95.0,95.0,14166.4998,0.78,15.5
463,Developing,69.9,155.0,21.5,0.8,9.0,9.0,1239.377855,0.0,11.3
2625,Developing,55.9,344.0,19.8,5.1,82.0,72.0,42.764743,0.443,10.6
330,Developing,75.0,12.0,5.5,0.1,93.0,95.0,2968.41186,0.0,12.5
845,Developing,54.1,336.0,19.8,4.4,38.0,48.0,685.34897,0.553,8.5
2444,Developing,74.5,143.0,21.2,0.1,99.0,99.0,335.521375,0.752,13.7
1477,Developing,52.2,513.0,3.8,9.0,95.0,93.0,1281.516,0.479,11.0
1573,Developing,55.3,42.0,18.4,8.3,96.0,95.0,374.51882,0.454,10.7
1180,Developed,81.0,62.0,56.9,0.1,95.0,95.0,56249.7555,0.879,17.9
1784,Developing,65.6,27.0,2.5,0.5,84.0,9.0,1186.423937,0.526,9.1
1886,Developing,54.5,277.0,15.7,1.5,51.0,52.0,258.463873,0.286,3.7
210,Developing,75.2,11.0,53.0,0.1,91.0,91.0,15472.7814,0.792,15.3
2566,Developing,64.3,193.0,32.1,0.3,85.0,84.0,189.3878519,0.543,9.8
2642,Developing,72.4,148.0,7.1,0.1,88.0,89.0,2892.522663,0.695,14.6
177,Developing,76.8,7.0,62.9,0.1,98.0,98.0,24983.3792,0.82,14.5
2611,Developing,63.7,26.0,13.5,0.1,55.0,55.0,478.331859,0.492,10.6
2059,Developed,82.0,85.0,58.8,0.1,97.0,97.0,23196.18375,0.818,16.2
254,Developed,78.0,1.0,58.5,0.1,95.0,96.0,23121.56635,0.873,18.2
789,Developing,75.5,127.0,52.1,0.1,87.0,85.0,572.14313,0.717,13.3
1777,Developing,49.8,416.0,17.3,14.5,76.0,76.0,262.884551,0.311,6.2
1893,Developing,54.5,344.0,25.4,3.7,49.0,49.0,2655.157977,0.525,10.0
1927,Developing,76.4,11.0,53.5,0.1,99.0,99.0,2458.45226,0.796,13.7
2156,Developing,62.8,26.0,18.3,2.3,97.0,93.0,563.491487,0.454,10.0
2345,Developed,88.0,74.0,6.1,0.1,95.0,95.0,2729.86383,0.888,17.3
1855,Developed,79.9,78.0,62.1,0.1,89.0,89.0,2775.89515,0.886,18.9
1879,Developing,69.0,227.0,18.5,0.6,67.0,56.0,416.14838,0.341,5.3
59,Developing,47.1,386.0,17.2,2.5,4.0,4.0,141.86844,0.415,6.4
856,Developing,61.4,311.0,15.5,1.0,92.0,92.0,43.7544499,0.402,5.2
2658,Developing,69.6,188.0,38.4,0.6,92.0,89.0,1495.96337,0.751,12.3
2037,Developing,66.8,221.0,18.3,0.1,79.0,76.0,957.287441,0.622,11.4
780,Developing,69.7,28.0,48.2,2.0,87.0,86.0,3681.5993,0.668,12.6
1919,Developed,84.0,7.0,57.0,0.1,94.0,94.0,74114.69715,0.931,17.5
1104,Developing,52.5,32.0,17.9,3.6,53.0,56.0,39.486749,0.0,6.7
833,Developing,69.0,218.0,45.3,0.4,99.0,98.0,2238.4116,0.607,11.3
2070,Developed,76.6,11.0,5.1,0.1,96.0,96.0,1152.39681,0.777,15.5
236,Developing,67.7,253.0,55.8,0.1,5.0,53.0,1819.525644,0.695,13.9
2686,Developing,74.2,116.0,61.9,0.1,97.0,97.0,1672.5693,0.715,13.0
2573,Developing,74.1,155.0,29.0,0.2,99.0,99.0,5491.159981,0.72,13.3
69,Developing,75.6,138.0,44.4,0.1,98.0,99.0,12126.87614,0.783,14.1
